street,city,state,zip,country,Name,Location,PostalCode,Addess,InUseSince,Rating,Potential.Rating,Area,Energy.Savings,CO2.Savings,BGN.Savings,Investment,Payback,Building.Type1,Building.Type2,Lat,Lng,region
Bulevard Pyatigorsk,Panagyurishte,Pazardzhik,4500,Bulgaria,"СУПЕРМАРКЕТ ""ЛИДЛ"" - ПАНАГЮРИЩЕ",гр.ПАНАГЮРИЩЕ,4500,БУЛ ПЯТИГОРСК 58,2010,E,B,1387,32389,28.11,6070,28248,4.6537,Магазини за продажба на дребно иедро (супермаркети и молове),9,42.5031471252441,24.1789054870605,SC
Bulevard Knyaz Boris I 66,Varna,Varna,9002,Bulgaria,СГРАДА ЗА ОБЩЕСТВЕНО ОБСЛУЖВАНЕ,гр.ВАРНА,9000,КНЯЗ БОРИС 64,1956,G,B,86,13706,33.66,2056,8328,4.0505,"Други, вкл. старч. домове, за сираци и изоставени деца, общ-тия, автосервизи",14,43.2063827514648,27.9210681915283,NE
Ulitsa Stara planina 70,Troyan,Lovech,5620,Bulgaria,"СОУ ""ВАСИЛ ЛЕВСКИ""",с.ЧЕРНИ ОСЪМ,5620,с.ЧЕРНИ ОСЪМ,1955,F,D,1865,91357,42.26,16328,44562,2.7291,"Образователни (училища, колежи и университети)",6,42.8458633422851,24.7695388793945,NW
Ulitsa Tsvyatko Radoynov,Kameno,Burgas,8105,Bulgaria,"ЦДГ ""ДЕТЕЛИНА"" - с.РУСОКАСТРО",с.РУСОКАСТРО,8105,с.РУСОКАСТРО,1950,G,D,436,75994,155.83,13740,76350,5.5567,Детско заведение (градини и ясли),2,42.4654846191406,27.1868438720703,SE
Ulitsa Leonardo Da Vinchi 59,Plovdiv,Plovdiv,4000,Bulgaria,МЖС 59,гр.ПЛОВДИВ,4000,ул. ЛЕОНАРДО ДА ВИНЧИ № 59,1969,E,C,4988,183315,150.14,31476,498862,15.8489,"Жилищна - етажна собственост (блок и/или кооперация) с ниско, средно и високо застрояване",3,42.1388626098632,24.7533893585205,SC
Ulitsa Marin Boev 62,Knezha,Pleven,5835,Bulgaria,"ОБЩ. КОМПЛЕКС ЗА СОЦ. УСЛ.-""КУХНЯ-МАЙКА""-КНЕЖА",гр.КНЕЖА,3230,"УЛ. ""МАРИН БОЕВ"" №69",1970,E,B,577.5,25448,20.84,6871,54864,7.9848,"Други, вкл. старч. домове, за сираци и изоставени деца, общ-тия, автосервизи",14,43.4948997497558,24.0796241760253,NW
Ulitsa Trakia 10,Harmanli,Haskovo,6450,Bulgaria,"СУПЕРМАРКЕТ ""ЛИДЛ"" - ХАРМАНЛИ",гр.ХАРМАНЛИ,6450,ЖК ТРАКИЯ 12,2011,E,B,1636,5763,5,1141,3142,2.7537,Магазини за продажба на дребно иедро (супермаркети и молове),9,41.9286842346191,25.8915882110595,SC
Bulevard Dragan Tsankov 19,Sofia,Sofia-City,1113,Bulgaria,ЖИЛ. СГРАДА НА БУЛ. ДР. ЦАНКОВ-18,гр.СОФИЯ,1000,БУЛ. ДР. ЦАНКОВ-18,1934,G,B,416.47,45872,37.6,10551,106992,10.1404,"Жилищна - етажна собственост (блок и/или кооперация) с ниско, средно и високо застрояване",3,42.6721229553222,23.35005569458,SW
Bulevard Balgaria 96,Popovo,Targovishte,7800,Bulgaria,ОБЩИНСКИ ИСТОРИЧЕСКИ МУЗЕЙ,гр.ПОПОВО,7800,БУЛ. БЪЛГАРИЯ 97,1886,E,B,672.4,36067,29.53,8141,99173,12.1819,"Театри,кина,опери,худож.галерии",13,43.3486213684082,26.2223491668701,NE
House Number and Street Not Found,Smolyan,Smolyan,4700,Bulgaria,ХУДОЖЕСТВЕНА ГАРЕРИЯ-СМОЛЯН,гр.СМОЛЯН,4700,УЛ. ДИЧО ПЕТРОВ-7,1984,F,B,2594,305317,215.3,75676.02,534007.75,7.0564,"Театри,кина,опери,худож.галерии",13,41.5767669677734,24.7148246765136,SC
Ulitsa Elin Pelin 19,Sofia,Sofia-City,1164,Bulgaria,"ОУ №83 ""ЕЛИН ПЕЛИН"" - МАЛКА СГРАДА",гр.СОФИЯ,1000,УЛ. ЕЛИН ПЕЛИН 21,1946,E,C,455,30488,24.62,8604.7,45919,5.3365,"Образователни (училища, колежи и университети)",6,42.6814193725585,23.3342266082763,SW
Bulevard Aleksandar Stamboliyski 61,Plovdiv,Plovdiv,4004,Bulgaria,"МЖС-ПЛОВДИВ, ""ЮЖЕН"", БЛ. 1112",гр.ПЛОВДИВ,4000,бул. АЛЕКСАНДЪР СТАМБОЛИЙСКИ № 61,1983,F,C,6557,314452,228.33,60388,345719,5.7249,"Жилищна - етажна собственост (блок и/или кооперация) с ниско, средно и високо застрояване",3,42.1206703186035,24.7272186279296,SC
Ulitsa Cherni vrah,Pernik,Pernik,2343,Bulgaria,"ПОЧИВЕН ДОМ ""РУДАРЦИ""",с.РУДАРЦИ,2343,С. РУДАРЦИ,1967,C,B,1398.61,122088,72.52,37438,353284,9.4365,Хотели и ресторанти,8,42.583209991455,23.1654987335205,SW
House Number and Street Not Found,Saedinenie,Plovdiv,4193,Bulgaria,"НЧ ""ОБЗОРНИК"" - с. ГОЛЯМ ЧАРДАК",с.ГОЛЯМ ЧАРДАК,4193,с.ГОЛЯМ ЧАРДАК,1964,D,A,1160,67594,30,35008,118704,3.3907,Библиотеки и читалища,12,42.3158073425292,24.6266498565673,SC
Ulitsa Georgi Dimitrov 14,Saedinenie,Plovdiv,4192,Bulgaria,НЧ- с. ЦАРИМИР,с.ЦАРИМИР,4192,с.ЦАРИМИР,1964,G,A,292,42710,19,27195,85500,3.1439,Библиотеки и читалища,12,42.3243827819824,24.6761093139648,SC
Ulitsa Vechernitsa 2,Plovdiv,Plovdiv,4001,Bulgaria,"МЖС-ПЛОВДИВ, ""ВЕЧЕРНИЦА"" 2, 4, 6",гр.ПЛОВДИВ,4000,"ул. ВЕЧЕРНИЦА №2, №4, №6",1971,G,C,5064.4,523756,400.54,95870,489063,5.1013,"Жилищна - етажна собственост (блок и/или кооперация) с ниско, средно и високо застрояване",3,42.1315689086914,24.7089691162109,SC
Ulitsa Dimitar G. Anev 2,Svishtov,Veliko Tarnovo,5250,Bulgaria,ФИНАНСОВА СЛУЖБА КЪВ ОБЩИНА СВИЩОВ,гр.СВИЩОВ,5250,УЛ. ДИМИТЪР АНЕВ 2А,1968,D,A,1136,79889,109.78,34263,125474,3.662,Сгради за административно обслужване,1,43.6183967590332,25.3451251983642,NC
Ulitsa Stara planina 11,Sofia,Sofia-City,1320,Bulgaria,"НЧ ""ОТЕЦ ПАИСИЙ"" - БАНКЯ",гр.БАНКЯ,1320,УЛ. СТАРА ПЛАНИНА-8,1928,G,B,802,129670,106.24,47978,166800,3.4765,Библиотеки и читалища,12,42.7117347717285,23.1466121673583,SW
House Number and Street Not Found,Plovdiv,Plovdiv,4023,Bulgaria,"СУПЕРМАРКЕТ ""ЛИДЛ"" - ПЛОВДИВ, УЛ.ОСВОБОЖДЕНИЕ 3",гр.ПЛОВДИВ,4000,ОСВОБОЖДЕНИЕ 3,2010,E,B,1885,8901,7.3,1709,3142,1.8385,Магазини за продажба на дребно иедро (супермаркети и молове),9,42.1445655822753,24.7857513427734,SC
House Number and Street Not Found,Razgrad,Razgrad,7200,Bulgaria,"СУПЕРМАРКЕТ ""ЛИДЛ"" - РАЗГРАД",гр.РАЗГРАД,7200,"БУЛ. ""АПРИЛСКО ВЪСТАНИЕ"" №66-Е",2011,E,B,2007,6033,4.94,1158,5148,4.4455,Магазини за продажба на дребно иедро (супермаркети и молове),9,43.5234375,26.5212631225585,NC
Bulevard Knyaz Boris I 66,Varna,Varna,9002,Bulgaria,СГРАДА ЗА ОБЩЕСТ. ПОЛЗВАНЕ,гр.ВАРНА,9000,УЛ. КНЯЗ БОРИС 64,1888,E,B,217,14479,35.58,2171.8,9083,4.1822,"Други, вкл. старч. домове, за сираци и изоставени деца, общ-тия, автосервизи",14,43.2063827514648,27.9209690093994,NE
Ulitsa Kom & Ulitsa Dimitar Blagoev,Mezdra,Vratsa,3100,Bulgaria,"АДМИНИСТРАТИВНА СГРАДА , МЕЗДРА",гр.МЕЗДРА,3100,гр.МЕЗДРА,1974,F,C,1344,130981.85,268.3,32745.96,81750.4,2.4965,Сгради за административно обслужване,1,43.1462059020996,23.7144393920898,NW
Ulitsa Han Asparuh 66,Tsarevo,Burgas,8260,Bulgaria,АДМИНИСТРАТИВНА СГРАДА ОБЩИНА ЦАРЕВО,гр.ЦАРЕВО,8260,гр.ЦАРЕВО,1933,D,C,984,10918,22.37,2194,25416,11.5843,Сгради за административно обслужване,1,42.1695518493652,27.8456153869628,SE
House Number and Street Not Found,Valchi dol,Varna,9290,Bulgaria,"АДМИН. СГРАДА СВИНЕКОМПЛЕКС ""БРЕСТАК""",с.БРЕСТАК,9290,с.БРЕСТАК,1985,D,B,174,12207,24.6,1270,6310,4.9685,Сгради за административно обслужване,1,43.4599304199218,27.5391807556152,NE
Ulitsa Tsar Simeon,Nesebar,Burgas,8256,Bulgaria,СГРАДА ЗА КОМЛ. ОБСЛУЖВАНЕ НА НАСЕЛЕНИЕТО,с.СВЕТИ ВЛАС,8256,с.СВЕТИ ВЛАС,2003,E,B,1749,40279,82.53,8861.16,38385,4.3318,Сгради за административно обслужване,1,42.7134017944335,27.7587547302246,SE
House Number and Street Not Found,Ivanovo,Ruse,7078,Bulgaria,ЗДРАВНА СЛУЖБА -с. ЩРЪКЛЕВО,с.ЩРЪКЛЕВО,7078,ЩРЪКЛЕВО,1929,G,B,236,31321,26.24,NA,43530,NA,"Здравеопазване (болници, поликлиники и др.)",7,43.721263885498,26.0427913665771,NC
House Number and Street Not Found,Kozloduy,Vratsa,3320,Bulgaria,СПОРТНО-ОЗДРАВ. КОМПЛЕКС-ПЛУВЕН БАСЕЙН,гр.КОЗЛОДУЙ,3320,АЕЦ,2004,B,B,4017,37493,0.3,7540,2399,0.3181,Спортни зали и съоръжения,11,43.7438125610351,23.7731628417968,NW
Ulitsa Mesembria,Nesebar,Burgas,8231,Bulgaria,АРХЕОЛОГИЧЕН МУЗЕЙ - НЕСЕБЪР,гр.НЕСЕБЪР,8230,УЛ. МЕСЕМБРИЯ 1,1990,D,B,1196,56786.5,116.36,13628.9,65869,4.833,"Театри,кина,опери,худож.галерии",13,42.6585998535156,27.7315521240234,SE
Ulitsa Dimitar G. Anev 2,Svishtov,Veliko Tarnovo,5250,Bulgaria,АДМИН. СГРАДА - ОБЩИНСКО РАДИО,гр.СВИЩОВ,5250,УЛ. ДИМИТЪР АНЕВ 4А,1976,G,B,220.46,29726,33.67,9434.8,45145,4.7849,"Други, вкл. старч. домове, за сираци и изоставени деца, общ-тия, автосервизи",14,43.6183967590332,25.3450584411621,NC
House Number and Street Not Found,Plovdiv,Plovdiv,4023,Bulgaria,МЖС БЛ 287 УЛ ДИМИТЪР КУДОГЛУ ПЛОВДИВ,гр.ПЛОВДИВ,4000,жк. ТРАКИЯ бл. 287 вх.Б ет.2 ап.12,1988,E,C,4608,280622,164.8,39831,357935,8.9863,"Жилищна - етажна собственост (блок и/или кооперация) с ниско, средно и високо застрояване",3,42.1302375793457,24.7787799835205,SC
House Number and Street Not Found,Sliven,Sliven,8800,Bulgaria,"ИЗЛОЖБЕНА ЗАЛА ""СИРАК СКИТНИК",гр.СЛИВЕН,8800,УЛ. ЦАР СИМЕОН-2,1978,D,C,1520,35549,24.3,8531,78842,9.2418,"Театри,кина,опери,худож.галерии",13,42.6794967651367,26.3128871917724,SE
Ulitsa Karamfil 34,Varna,Varna,9015,Bulgaria,"ЕТАЖНА СОБСТВЕНОСТ, ВАРНА",гр.ВАРНА,9000,УЛ.КАРАМФИЛ-34Б,1996,D,C,1371,14107,9.63,3040,18837,6.1963,"Жилищна - етажна собственост (блок и/или кооперация) с ниско, средно и високо застрояване",3,43.2236824035644,27.9119033813476,NE
Ulitsa Vasil Levski 50,Nova Zagora,Sliven,8900,Bulgaria,ТЪРГ. ЧАСТ,гр.НОВА ЗАГОРА,8900,УЛ. В. ЛЕВСКИ 14,1972,B,A,255.63,4295,3.52,1130,5387,4.7672,Магазини за продажба на дребно иедро (супермаркети и молове),9,42.4954185485839,26.0119609832763,SE
Bulevard Samokov 26,Sofia,Sofia-City,1113,Bulgaria,"АДМИН СГРАДА,-УЛ. САМОКОВ-26, ИЗГРЕВ, СФ",гр.СОФИЯ,1000,УЛ. САМОКОВ-26,1948,G,C,131.7,23279,19.07,4655,41331.45,8.8789,Сгради за административно обслужване,1,42.6693801879882,23.3544521331787,SW
House Number and Street Not Found,Sofia,Sofia-City,1359,Bulgaria,"СУПЕРМАРКЕТ ""ЛИДЛ"" - СОФИЯ, ""ЛЮЛИН-5""",гр.СОФИЯ,1000,"БУЛ. ""ПЕТЪР ДЕРТЛИЕВ"" №111",2010,E,B,1494.13,37724,31.08,7264,27192,3.7433,Магазини за продажба на дребно иедро (супермаркети и молове),9,42.7119483947753,23.2399024963378,SW
Ulitsa Tsar Simeon I 19,Varna,Varna,9028,Bulgaria,"АДМИН. СГРАДА КЪМ ЕТНОГРАФСКИ МУЗЕЙ, ВАРНА",гр.ВАРНА,9000,УЛ. ПАНАГЮРИЩЕ 22,1974,E,B,158,3657,3.01,768.02,11400,14.8433,Сгради за административно обслужване,1,43.2011795043945,27.9130020141601,NE
House Number and Street Not Found,Veliko Tarnovo,Veliko Tarnovo,5008,Bulgaria,"СУПЕРМАРКЕТ ""ЛИДЛ"" - В. ТЪРНОВО",гр.ВЕЛИКО ТЪРНОВО,5000,УЛ. НАРОДНИ БУДИТЕЛИ,2011,E,B,1592,6939,5.68,1332,4224,3.1711,Магазини за продажба на дребно иедро (супермаркети и молове),9,43.072940826416,25.6086902618408,NC
House Number and Street Not Found,Varna,Varna,9002,Bulgaria,"ХОТЕЛ ""ТИНТЯВА""",гр.ВАРНА,9000,КК ЗЛАТНИ ПЯСЪЦИ,1969,D,C,6712,80607,66.02,17733,39950,2.2528,Хотели и ресторанти,8,43.2879028320312,28.0309391021728,NE
Ulitsa Hristo Botev 41A,Nova Zagora,Sliven,8900,Bulgaria,ТЪРГОВСКА ЧАСТ,гр.НОВА ЗАГОРА,8900,УЛ. ВАСИЛ ЛЕВСКИ 41,1962,B,A,874.35,5127,4.2,1384,13100,9.4653,Магазини за продажба на дребно иедро (супермаркети и молове),9,42.489200592041,26.012056350708,SE
Bulevard 3-ti mart,Montana,Montana,3400,Bulgaria,"СУПЕРМАРКЕТ ""ЛИДЛ"" - МОНТАНА",гр.МОНТАНА,3400,УЛ. ТРЕТИ МАРТ 137А,2010,E,B,1441,6943,5.69,1333,3326,2.4951,Магазини за продажба на дребно иедро (супермаркети и молове),9,43.4194679260253,23.2272357940673,NW
Ulitsa Mesembria,Nesebar,Burgas,8231,Bulgaria,"АДМИНИСТРАТИВЕН ЦЕНТЪР ""СОЧИ""",гр.НЕСЕБЪР,8230,"УЛ. ""МЕСЕМБРИЯ"" № 1",2001,C,B,3106,94988,194.63,18997.8,108070,5.6885,Сгради за административно обслужване,1,42.6585998535156,27.7314529418945,SE
Ulitsa Stara planina 10,Antonovo,Targovishte,7970,Bulgaria,СГРАДА НА ОБЩИНСКА АДМИНИСТРАЦИЯ,гр.АНТОНОВО,7970,гр.АНТОНОВО,1987,F,C,1489,92404,25,12950,171186,13.2189,Сгради за административно обслужване,1,43.1492347717285,26.1606044769287,NE
Ulitsa Dobar Yunak 20,Sofia,Sofia-City,1421,Bulgaria,ЖИЛИЩНА СГРАДА,гр.СОФИЯ,1000,УЛ. КРУМ ПОПОВ-44,1950,E,C,961,57536,39.3,9782,38218,3.9069,"Жилищна - етажна собственост (блок и/или кооперация) с ниско, средно и високо застрояване",3,42.6812171936035,23.3262157440185,SW
Ulitsa Madarski Konnik 103,Kaspichan,Shumen,9930,Bulgaria,СГРАДА НА БТК КАСПИЧАН,гр.КАСПИЧАН,9930,МАДАРСКИ КОННИК 10,2000,E,B,2165,37249,76.33,6704.76,26529.48,3.9568,Сгради за административно обслужване,1,43.3131484985351,27.1544227600097,NE
House Number and Street Not Found,Kardzhali,Kardzhali,6600,Bulgaria,"СУПЕРМАРКЕТ ""ЛИДЛ"" - КЪРДЖАЛИ",гр.КЪРДЖАЛИ,6600,БУЛ. БЕЛОМОРСКИ 72,2010,D,B,1430,7235,5.93,1157.6,3850,3.3258,Магазини за продажба на дребно иедро (супермаркети и молове),9,41.6326522827148,25.3782768249511,SC
Bulevard Samokovsko shose,Sofia,Sofia-City,1138,Bulgaria,АДМИНИСТР. СГРАДА НА КМЕТСТВО ГОРУБЛЯНЕ,гр.СОФИЯ,1404,ГОРУБЛЯНЕ,1935,E,B,400.8,24053,19.5,7220,65158,9.0246,Сгради за административно обслужване,1,42.6294250488281,23.4080181121826,SW
House Number and Street Not Found,Pazardzhik,Pazardzhik,4400,Bulgaria,АДМИН. СГРАДА НА ИО -  ПАЗАРДЖИК,гр.ПАЗАРДЖИК,4400,УЛ. К. ВЕЛИЧКОВ 20,1975,B,B,4276.8,55229,45.24,13170.6,88348.5,6.708,Сгради за административно обслужване,1,42.1913871765136,24.3294639587402,SC
Ulitsa Gen. Zaimov 12,Lom,Montana,3600,Bulgaria,"ПГ ПО ПРОИЗВ. ТЕХНОЛ-И, ЛОМ, ШИВАШКА РАБ-ЦА",гр.ЛОМ,3600,УЛ. ВЛ. ЗАИМОВ 8,1973,D,B,300,16819,11.47,2741,37905,13.8288,"Образователни (училища, колежи и университети)",6,43.8128204345703,23.23579788208,NW
Bulevard Profesor Yakim Yakimov,Burgas,Burgas,8010,Bulgaria,"СУПЕРМАРКЕТ ""ЛИДЛ"" - БУРГАС, ПРОМ. ЗОНА СЕВЕР",гр.БУРГАС,8000,"УЛ. ""ПРОФ. ЯКИМ ЯКИМОВ"" №17",2010,E,B,1694.81,6189,5.07,1188.29,3326,2.7989,Магазини за продажба на дребно иедро (супермаркети и молове),9,42.5251693725585,27.4483699798583,SE
Ulitsa Tsacho Shishkov 41,Lovech,Lovech,5501,Bulgaria,МЖС-ул.Цачо Шишков # 39 и 41-ТЪРГОВСКА ЧАСТ,гр.ЛОВЕЧ,5500,ул.Цачо Шишков # 39 и 41,1965,D,B,192,7537,6.18,1658.34,14432,8.7026,Магазини за продажба на дребно иедро (супермаркети и молове),9,43.1374397277832,24.711124420166,NW
99,Primorsko,Burgas,8180,Bulgaria,"РЕСТОРАНТ ""БИСЕР""",гр.ПРИМОРСКО,8290,ММЦ-ПРИМОРСКО,1974,E,B,2737,40652,83.29,6504.32,6480,0.9962,Хотели и ресторанти,8,42.2464904785156,27.7444610595703,SE
zhk Arkata 11,Radomir,Pernik,2400,Bulgaria,"НУ ""ЛЮБОСЛОВИЕ"", БЛ. Б-РАДОМИР",гр.РАДОМИР,2400,"ЖК. ""АРКАТА""",1992,C,A,1361.65,23748,19.45,5937,41000,6.9058,"Образователни (училища, колежи и университети)",6,42.5539436340332,22.9665737152099,SW
House Number and Street Not Found,Dupnitsa,Kyustendil,2600,Bulgaria,МЛАДЕЖКИ ДОМ,гр.ДУПНИЦА,2600,УЛ. ХР. БОТЕВ-33,1979,E,C,1966,141780,97.1,25945,276570,10.6598,"Театри,кина,опери,худож.галерии",13,42.2632446289062,23.1193675994873,SW
Ulitsa Han Krum 43,Burgas,Burgas,8000,Bulgaria,МЖС - БУРГАС,гр.БУРГАС,8000,ул.ХАН КРУМ № 43,1995,C,B,828.7,11567,9.48,3930,26809,6.8216,"Жилищна - етажна собственост (блок и/или кооперация) с ниско, средно и високо застрояване",3,42.4908905029296,27.4668464660644,SE
